id,site,url
63,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwiBmtPZvOLvAhUvyIUKHbnjAKcQ8awCCAI&usg=AOvVaw2GY-ZQ_OzbBKZ1rHOY3khg
64,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwiBmtPZvOLvAhUvyIUKHbnjAKcQ8qwCCAM&usg=AOvVaw1Ng3zKZdxUciqskNI4NA2M
65,http://google.com/,http://google.com/url?url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwiY6bravOLvAhUF1RoKHVv2D2QQ8KwCCAE&usg=AOvVaw08CWSkjs01oMMypLcKUWCx
66,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwiY6bravOLvAhUF1RoKHVv2D2QQ8awCCAI&usg=AOvVaw24iF-X4STfoFbbjtDdh-xv
67,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwiY6bravOLvAhUF1RoKHVv2D2QQ8qwCCAM&usg=AOvVaw0BGce9KfkGH6BPDc-lEPNB
68,http://google.com/,http://google.com/url?url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjpoKLbvOLvAhXDz4UKHU5oBGIQ8KwCCAE&usg=AOvVaw1xM-IOvuCcZ_Xz28v_WWg2
69,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjpoKLbvOLvAhXDz4UKHU5oBGIQ8awCCAI&usg=AOvVaw2GR-BNFastZqY159MLJnfU
70,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjpoKLbvOLvAhXDz4UKHU5oBGIQ8qwCCAM&usg=AOvVaw2muXc-64zS4HvplYKmIh-i
71,http://google.com/,http://google.com/url?url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjH5I7cvOLvAhWsxIUKHQ_PDqEQ8KwCCAE&usg=AOvVaw143pZTMbJ56i0-ECKMIiAO
72,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjH5I7cvOLvAhWsxIUKHQ_PDqEQ8awCCAI&usg=AOvVaw3XzyFJrIJSeHmtbSy1yAv9
73,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjH5I7cvOLvAhWsxIUKHQ_PDqEQ8qwCCAM&usg=AOvVaw2qC5TL-t-IoVSfw9UvCugi
74,http://google.com/,http://google.com/url?url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjfnP_cvOLvAhUN1xoKHVLsD_UQ8KwCCAE&usg=AOvVaw28iPl1Z7KLoduzOuZijPej
75,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjfnP_cvOLvAhUN1xoKHVLsD_UQ8awCCAI&usg=AOvVaw2mx5YMdMIIZz-33D0YlC3U
76,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjfnP_cvOLvAhUN1xoKHVLsD_UQ8qwCCAM&usg=AOvVaw2wjVSFrqyqUP_hdTL3Jkk8
